Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,Release Date,Genre,Broad Genre
YoungBoy Never Broke Again ,Put It On Me,8,0,119,0,274138,2004841,2022/9/7,baton rouge rap,Hip Hop
Ed Sheeran ,I'm a Mess,31,0,130,0,81324,2003188,2018/6/22,pop,Pop
5 Seconds of Summer ,Wildflower,7,0,47,0,465226,1999076,2022/11/28,boy band,Pop
Polo G ,Heartless,7,0,83,0,408745,1998831,2008/11/24,chicago rap,Hip Hop
Taylor Swift ,Today Was A Fairytale (Taylor’s Version),5,0,38,0,744169,1998621,2021/4/9,pop,Pop
A$AP Rocky ,OG Beeper,6,0,42,0,661392,1996917,2018/5/25,east coast hip hop,Hip Hop
Summer Walker ,Bitter  Narration By Cardi B,5,0,14,0,781976,1995558,2021/11/5,r&b,R&B
Lil Tjay ,Goin Up,7,0,73,0,371174,1994593,2022/4/29,brooklyn drill,Hip Hop
Kevin Gates ,Know Better,16,0,159,0,136208,1994418,2019/1/27,baton rouge rap,Hip Hop
PSY ,That That (prod. & feat. SUGA of BTS),7,0,88,0,336517,1992512,2022/4/29,k-rap,Hip Hop
Roddy Ricch ,Real Talk,7,0,57,0,409198,1991639,2022/1/21,melodic rap,Hip Hop
Ski Mask The Slump God ,Carbonated Water,7,0,62,0,396325,1991294,2019/10/31,hip hop,Hip Hop
Joji ,CAN'T GET OVER YOU,8,0,92,0,366172,1990274,2018/10/26,viral pop,Pop
Jonas Brothers ,Love Her,6,0,37,0,577963,1989629,2019/6/7,boy band,Pop
$ilkMoney ,My Potna Dem,9,0,142,0,237686,1988450,2019/12/15,drumless hip hop,Hip Hop
BTS ,Friends,6,0,63,0,470241,1987958,2018/2/9,k-pop,Pop
Bad Bunny ,TRELLAS,5,0,30,0,613905,1987656,2020/11/27,reggaeton,Latin
Jonathan Groff ,Lost in the Woods,8,0,124,0,281700,1987108,2019/11/15,broadway,Easy listening
Rich The Kid ,Early Morning Trappin,8,0,96,0,342284,1986645,2018/3/30,atl hip hop,Hip Hop
TWICE ,Talk that Talk,7,0,83,0,361427,1986425,2022/8/26,k-pop,Pop
Jonas Blue ,What I Like About You,9,0,161,0,246374,1986001,1990,pop,Pop
The Chainsmokers ,It Won't Kill Ya,7,0,55,0,428521,1985562,2017/4/7,pop,Pop
Playboi Carti ,ILoveUIHateU,6,0,69,0,595401,1984222,2020/12/25,atl hip hop,Hip Hop
Otto Knows ,Next to Me,23,0,104,0,118470,1983792,2021/10/21,dutch house,Electronic
BTS ,We are Bulletproof : the Eternal,6,0,67,0,451405,1982949,2020/2/21,k-pop,Pop
Logic ,One Day (ft. Ryan Tedder),6,0,70,0,551281,1982447,2018/9/28,conscious hip hop,Hip Hop
Polo G ,Heart of a Giant,6,0,46,0,598629,1982408,2021/6/11,chicago rap,Hip Hop
The Kid LAROI ,SAME ENERGY,7,0,45,0,480976,1979461,2021/7/27,australian hip hop,Hip Hop
Trippie Redd ,Bird Shit,6,0,43,0,589768,1974926,2024/4/4,melodic rap,Hip Hop
Sada Baby ,Whole Lotta Choppas (Remix),7,0,46,0,417516,1972959,2020/10/16,detroit trap,Hip Hop
Dierks Bentley ,Drunk On A Plane,34,0,94,0,83924,1972498,2014/1/1,contemporary country,Country
DMX ,Party Up,4,0,25,0,718668,1972162,1999/12/21,east coast hip hop,Hip Hop
Lil Wayne ,Mama Mia,5,0,35,0,631927,1970923,1975,hip hop,Hip Hop
Fetty Wap ,Make You Feel Good,15,0,167,0,149624,1970849,2016/8/26,new jersey rap,Hip Hop
Ingrid Andress ,Wishful Drinking,8,0,61,0,364252,1969999,2021/8/2,contemporary country,Country
Lil Uzi Vert ,Malfunction,7,0,64,0,512919,1967727,2017/8/25,hip hop,Hip Hop
Nat King Cole ,The Happiest Christmas Tree  2009 Digital Remaster,7,0,31,0,509904,1967009,1962,adult standards,Easy listening
Jonas Brothers ,Every Single Time,6,0,34,0,586872,1964078,2019/6/7,boy band,Pop
XXXTENTACION ,Introduction,4,0,17,0,1012461,1963913,2017/9/29,emo rap,Hip Hop
Miley Cyrus ,Rockin' Around The Christmas Tree  Recorded at Spotify Studios NYC,7,0,90,0,409593,1963574,1964/10/19,pop,Pop
Eminem ,Tragic Endings,6,0,50,0,509789,1963001,2017/12/15,detroit hip hop,Hip Hop
Jhené Aiko ,None Of Your Concern,6,0,74,0,506906,1962359,2020/3/6,r&b,R&B
NAV ,Don't Need Friends,7,0,73,0,366115,1956172,2020/11/6,canadian hip hop,Hip Hop
KSI ,Lose,7,0,58,0,370503,1955556,2023/6/23,social media pop,Pop
iann dior ,shots in the dark,8,0,52,0,395138,1954158,2021/4/16,melodic rap,Hip Hop
Elton John ,"Rocket Man (I Think It's Going To Be A Long, Long Time)",9,0,147,0,237589,1953870,1972/5/19,glam rock,Rock
Trippie Redd ,The Way,6,0,45,0,554145,1953038,2007/1/1,melodic rap,Hip Hop
Luke Combs ,"1, 2 Many",7,0,72,0,409121,1952670,2019/11/8,contemporary country,Country
Taylor Swift ,Untouchable (Taylor’s Version),5,0,41,0,741562,1951847,2021/4/9,pop,Pop
Trippie Redd ,A.L.L.T.Y. 3,6,0,49,0,565904,1951127,2018/11/9,melodic rap,Hip Hop
Jonas Brothers ,Don't Throw it Away,6,0,41,0,565773,1950598,2019/6/7,boy band,Pop
Jack Harlow ,Parent Trap,5,0,44,0,688915,1949868,2022/5/6,deep underground hip hop,Hip Hop
K/DA ,MORE,8,0,102,0,318123,1949543,2020/10/28,k-pop girl group,Pop
Lil Nas X ,F9mily (You & Me),6,0,30,0,623568,1948827,2019/6/21,lgbtq+ hip hop,Hip Hop
Tyla Yaweh ,Stuntin' On You,9,0,161,0,235606,1948354,2020/7/17,cali rap,Hip Hop
Nicki Minaj ,LLC,7,0,78,0,378690,1948211,2021/11/12,hip pop,Pop
Ed Sheeran ,2step,7,0,46,0,429183,1948172,2022/4/22,pop,Pop
Migos ,Open It Up,6,0,50,0,607535,1946828,2018/1/26,atl hip hop,Hip Hop
Meek Mill ,1942 Flows,10,0,95,0,261912,1946653,2017/7/21,hip hop,Hip Hop
Big Sean ,Inspire Me,8,0,64,0,362613,1946549,2017/2/3,detroit hip hop,Hip Hop
Trippie Redd ,Molly Hearts,5,0,19,0,750068,1946220,2021/8/21,melodic rap,Hip Hop
Queen ,We Will Rock You  Remastered,9,0,157,0,238619,1944749,1977/10/28,classic rock,Rock
Logic ,The Glorious Five,5,0,52,0,697564,1944643,2018/9/28,conscious hip hop,Hip Hop
Metro Boomin ,Only 1 (Interlude),6,0,49,0,538453,1944430,2018/11/6,hip hop,Hip Hop
Run The Jewels ,JU$T,7,0,41,0,455072,1941263,2020/6/3,alternative hip hop,Hip Hop
Kygo ,Raging,14,0,116,0,184985,1940877,2018/11/23,edm,Electronic
Lil Uzi Vert ,Early 20 Rager,7,0,63,0,513010,1940769,2017/8/24,hip hop,Hip Hop
Polo G ,Bloody Canvas,6,0,63,0,520641,1939988,2021/6/11,chicago rap,Hip Hop
Panic! At The Disco ,Crazy=Genius,14,0,76,0,170925,1939379,2016/1/15,modern rock,Rock
Gunna ,3 Headed Snake,6,0,65,0,495885,1936827,2019/2/22,atl hip hop,Hip Hop
Hoodie Allen ,All About It,27,0,91,0,101456,1933914,2021/6/4,indie pop rap,Hip Hop
CAZZETTE ,Together,20,0,70,0,140660,1933561,1987/11/12,complextro,Electronic
Sam Smith ,Writing's On The Wall,17,0,58,0,211480,1933311,2015/9/25,pop,Pop
Calvin Harris ,Faking It,8,0,51,0,405617,1933207,2018/11/29,dance pop,Pop
SZA ,Doves In The Wind,8,0,64,0,370253,1931202,2017/6/9,pop,Pop
Juice WRLD ,The Bees Knees,6,0,62,0,528676,1930180,2019/3/8,chicago rap,Hip Hop
Bo Burnham ,Comedy,8,0,108,0,312033,1929816,2022/4/8,comic,Hip Hop
Pusha T ,Diet Coke,6,0,56,0,390036,1929457,2021/9/17,gangster rap,Hip Hop
Pardison Fontaine ,Backin' It Up,9,0,168,0,236569,1927938,2018/9/20,upstate ny rap,Hip Hop
DJ Jazzy Jeff & The Fresh Prince ,A Nightmare on My Street,6,0,67,0,428724,1927528,1988/3/29,golden age hip hop,Hip Hop
Bebe Rexha ,"Baby, I'm Jealous",7,0,50,0,397510,1926265,2021/5/7,dance pop,Pop
Mac Miller ,Here We Go,6,0,16,0,667743,1925460,2019/9/30,hip hop,Hip Hop
Halsey ,Ashley,6,0,79,0,531244,1923900,2023/8/4,electropop,Pop
DaBaby ,CHAMPION,5,0,23,0,759211,1921843,2020/4/17,hip hop,Hip Hop
Lil Baby ,How,5,0,31,0,698505,1921663,2022/8/31,atl hip hop,Hip Hop
Logic ,America,4,0,22,0,806845,1921599,2021/10/1,conscious hip hop,Hip Hop
A Boogie Wit da Hoodie ,Luv Is Art,6,0,61,0,547021,1921222,2022/12/9,melodic rap,Hip Hop
Joji ,NITROUS,6,0,49,0,492104,1920969,2023/5/12,viral pop,Pop
Metro Boomin ,Blue Pill,9,0,112,0,249818,1919955,2017/10/6,hip hop,Hip Hop
Young Stoner Life ,Take It To Trial,6,0,71,0,464145,1919561,2021/4/16,pop rap,Hip Hop
Ty Dolla $ign ,Purple Emoji,7,0,61,0,459209,1918309,2019/5/20,hip hop,Hip Hop
Lana Del Rey ,The greatest,7,0,102,0,372630,1917512,2017/12/8,art pop,Pop
Daniel Caesar ,LOVE AGAIN,6,0,42,0,516613,1916857,2023/1/27,canadian contemporary r&b,R&B
Machine Gun Kelly ,concert for aliens,7,0,73,0,411059,1916088,2020/9/25,ohio hip hop,Hip Hop
Machine Gun Kelly ,nothing inside,7,0,70,0,421224,1914075,2020/9/25,ohio hip hop,Hip Hop
The Chainsmokers ,Wake Up Alone,7,0,60,0,413073,1913648,2006,pop,Pop
Kesha ,Hymn,9,0,74,0,293918,1913626,2015/12/4,dance pop,Pop
Future ,Sleeping On The Floor,5,0,14,0,791518,1913218,2020/11/13,atl hip hop,Hip Hop
Jana Kramer ,I Got The Boy,19,0,111,0,126169,1913119,2015/10/9,contemporary country,Country
Migos ,Stripper Bowl,7,0,81,0,371622,1912256,2019/6/20,atl hip hop,Hip Hop
Aretha Franklin ,Respect,6,0,39,0,503205,1912066,2024/2/2,classic soul,R&B
DaBaby ,TALK ABOUT IT,4,0,14,0,913288,1911725,2019/8/6,hip hop,Hip Hop
$uicideboy$ ,In Constant Sorrow,7,0,70,0,386146,1911217,2022/7/29,cloud rap,Hip Hop
Kendrick Lamar ,How Much A Dollar Cost,7,0,17,0,380451,1910081,2015/3/16,conscious hip hop,Hip Hop
Jhay Cortez ,Christian Dior,7,0,79,0,305281,1908224,2019/7/26,reggaeton,Latin
Kelsea Ballerini ,the other girl,7,0,82,0,356229,1907814,2020/3/20,contemporary country,Country
Nipsey Hussle ,What It Feels Like,7,0,38,0,431609,1907775,2023/4/7,conscious hip hop,Hip Hop
Wiz Khalifa ,Real Rich,6,0,68,0,441938,1904849,2022/7/13,hip hop,Hip Hop
Tory Lanez ,TAlk tO Me,8,0,134,0,280706,1904647,2018/11/27,canadian hip hop,Hip Hop
Imagine Dragons ,Walking The Wire,8,0,76,0,322808,1904184,2017/6/23,modern rock,Rock
24kGoldn ,Prada,7,0,63,0,360772,1903444,2023/8/11,cali rap,Hip Hop
Jack Harlow ,Lil Secret,5,0,46,0,669494,1902653,2022/5/6,deep underground hip hop,Hip Hop
Frank Ocean ,Dear April (Side A  Acoustic),5,0,13,0,758203,1898012,2020/4/3,lgbtq+ hip hop,Hip Hop
Don Toliver ,Drugs N Hella Melodies,7,0,53,0,417897,1895902,2021/10/8,pop rap,Hip Hop
Kendrick Lamar ,For Sale?  Interlude,7,0,16,0,376807,1895122,2015/3/16,conscious hip hop,Hip Hop
NF ,PAID MY DUES,6,0,83,0,426434,1894560,2021/3/26,hip hop,Hip Hop
Doja Cat ,Alone,6,0,60,0,518486,1889203,2016/5/13,dance pop,Pop
Eminem ,Guts Over Fear,29,0,24,0,181362,1889025,2014/8/25,detroit hip hop,Hip Hop
BTS ,Stay,5,0,23,0,657383,1887755,2021/7/9,k-pop,Pop
BROCKHAMPTON ,NEW ORLEANS,7,0,52,0,528353,1885590,2018/9/21,boy band,Pop
Tom Petty ,I Won't Back Down,7,0,36,0,561105,1885190,1989/1/1,album rock,Rock
Future ,Trapped In The Sun,4,0,15,0,902422,1883018,2020/5/15,atl hip hop,Hip Hop
Isaiah Rashad ,Headshots (4r Da Locals),7,0,74,0,358645,1882356,2021/7/30,hip hop,Hip Hop
Quavo ,To The Bone,6,0,60,0,372519,1880569,2019/6/14,atl hip hop,Hip Hop
Brent Faiyaz ,GHETTO GATSBY (FEAT. ALICIA KEYS),5,0,24,0,668854,1880098,2022/7/8,r&b,R&B
Future ,BACK TO THE BASICS,5,0,20,0,662134,1880062,2022/4/29,atl hip hop,Hip Hop
Drake ,Best I Ever Had,7,0,88,0,391623,1879386,2009,canadian hip hop,Hip Hop
Tiësto ,10:35,6,0,105,0,349833,1875216,2022/11/3,big room,Electronic
Megan Thee Stallion ,Megan's Piano,9,0,147,0,224590,1873542,2021/10/29,houston rap,Hip Hop
Migos ,Deadz,8,0,58,0,376125,1872619,2017/1/27,atl hip hop,Hip Hop
alt,J  Every Other Freckle,27,0,38,0,158164,1871560,2014/9/22,indie rock,Rock
Juice WRLD ,My Life In A Nutshell,5,0,39,0,655232,1870713,2022/3/18,chicago rap,Hip Hop
Aly & AJ ,Potential Breakup Song,5,0,19,0,558207,1870539,2020/12/29,dance pop,Pop
Playboi Carti ,Over,5,0,49,0,660057,1870249,2021/7/14,atl hip hop,Hip Hop
Machine Gun Kelly ,drug dealer,6,0,26,0,513505,1869470,2016/10/11,ohio hip hop,Hip Hop
Bryson Tiller ,No Longer Friends,7,0,51,0,520494,1868878,2017/5/26,kentucky hip hop,Hip Hop
Summer Walker ,Throw It Away,5,0,18,0,674681,1868653,2021/11/5,r&b,R&B
Gucci Mane ,Big Boy Diamonds,7,0,75,0,361277,1867066,2019/10/18,atl hip hop,Hip Hop
Future ,WRLD On Drugs,6,0,54,0,581896,1866269,2018/10/19,atl hip hop,Hip Hop
Alvin & The Chipmunks ,The Chipmunk Song (Christmas Don't Be Late)  Remastered 1999,7,0,121,0,480709,1865297,2010/1/1,children's music,Easy listening
Melanie Martinez ,Strawberry Shortcake,7,0,113,0,297875,1864806,2019/9/6,alt z,Pop
Ariana Grande ,Greedy,12,0,106,0,199304,1864341,2023/9/15,pop,Pop
Logic ,man i is,5,0,49,0,648284,1862319,2020/7/24,conscious hip hop,Hip Hop
Frank Ocean ,Biking,9,0,94,0,274148,1859192,2017/4/10,lgbtq+ hip hop,Hip Hop
A$AP Rocky ,Jukebox Joints,13,0,32,0,273521,1859143,2015/5/26,east coast hip hop,Hip Hop
Kane Brown ,One Mississippi,7,0,84,0,372535,1858223,2021/8/20,black americana,Country
Kendrick Lamar ,Momma,7,0,18,0,373146,1857613,2015/3/16,conscious hip hop,Hip Hop
Vince Staples ,ARE YOU WITH THAT?,7,0,54,0,416590,1855874,2021/7/9,conscious hip hop,Hip Hop
Summer Walker ,I'll Kill You,7,0,94,0,356036,1854617,2019/10/4,r&b,R&B
Steve Lacy ,Helmet,6,0,29,0,498043,1853916,2022/7/15,afrofuturism,R&B
Beyoncé ,6 Inch,4,0,27,0,635691,1851230,2016/4/23,pop,Pop
Young Thug ,Stressed,5,0,22,0,616515,1850035,2015/5/15,atl hip hop,Hip Hop
Conan Gray ,Disaster,7,0,66,0,389047,1849572,2021/7/21,bedroom pop,Pop
YG ,FDT,5,1,10,0,799928,1848355,2016/6/17,,undefined
TOOL ,Pneuma,6,0,46,0,570477,1845951,2019/8/30,alternative metal,Metal
Kay Flock ,Shake It,7,0,74,0,316892,1845943,2014/10/27,bronx drill,undefined
Lil Baby ,Forever,5,0,38,0,641534,1844915,2009/1/1,atl hip hop,Hip Hop
French Montana ,Slide,7,0,74,0,386187,1843997,2023/12/20,hip hop,Hip Hop
Lana Del Rey ,Did you know that there's a tunnel under Ocean Blvd,4,0,49,0,599502,1843541,2023/3/24,art pop,Pop
Icona Pop ,Emergency,20,0,89,0,122026,1842907,2023/2/10,candy pop,Pop
Gucci Mane ,Kept Back,7,0,84,0,384685,1842713,2024/2/9,atl hip hop,Hip Hop
Jay Rock ,Wow Freestyle,7,0,91,0,329872,1842246,2018/6/15,conscious hip hop,Hip Hop
Fall Out Boy ,Irresistible,23,0,58,0,131675,1840910,2015/10/16,emo,Rock
Chris Brown ,Zero,18,0,113,0,135490,1839744,2018/11/9,r&b,R&B
NAV ,Codeine,5,0,29,0,592695,1838435,2014/10/28,canadian hip hop,Hip Hop
Kodak Black ,Gnarly,6,0,97,0,391545,1837845,2024/2/10,florida drill,Hip Hop
ScHoolboy Q ,Dangerous,6,0,49,0,506453,1837804,2023/6/25,gangster rap,Hip Hop
Tory Lanez ,Forever,7,0,82,0,355684,1837367,2009/1/1,canadian hip hop,Hip Hop
Juice WRLD ,10 Feet,6,0,64,0,522804,1836514,2019/3/8,chicago rap,Hip Hop
Lil Skies ,Name in the Sand,7,0,112,0,365826,1836060,2019/3/1,melodic rap,Hip Hop
Warren Zevon ,Werewolves of London  2007 Remaster,7,0,87,0,350571,1836036,2024/4/12,country rock,Rock
Ski Mask The Slump God ,Cat Piss,6,0,80,0,473334,1835396,2021/4/23,hip hop,Hip Hop
hemlocke springs ,girlfriend,6,0,117,0,332885,1835300,2007/4/17,,undefined
YoungBoy Never Broke Again ,Fish Scale,8,0,147,0,255686,1834996,2022/1/28,baton rouge rap,Hip Hop
Calvin Harris ,By Your Side,7,0,62,0,411166,1834597,2000/11/13,dance pop,Pop
A Boogie Wit da Hoodie ,Thug Love,5,0,44,0,638905,1834101,2020/2/14,melodic rap,Hip Hop
Joyner Lucas ,Will,7,0,85,0,357430,1833698,2020/12/11,boston hip hop,Hip Hop
XXXTENTACION ,YuNg BrAtZ,6,0,59,0,514065,1833240,2017/5/16,emo rap,Hip Hop
Lil Baby ,Perfect Timing,5,0,29,0,620499,1833186,2020/12/11,atl hip hop,Hip Hop
Offset ,CODE,7,0,99,0,332372,1832280,2024/3/15,atl hip hop,Hip Hop
Sam Smith ,"Baby, You Make Me Crazy",7,0,89,0,308390,1832006,2017/11/3,pop,Pop
A$AP Rocky ,Holy Ghost,11,0,21,0,313729,1830094,2023/11/9,east coast hip hop,Hip Hop
Kane Brown ,Good as You,8,0,175,0,246126,1829695,2019/11/1,black americana,Country
Becky G ,Lovin' So Hard,22,0,130,0,106007,1829354,2015/4/7,latin pop,Pop
Bon Iver ,33 “GOD”,10,0,79,0,254138,1828444,2016/9/30,chamber pop,Pop
Playboi Carti ,Love Hurts,6,0,51,0,558680,1827913,1975/1/1,atl hip hop,Hip Hop
blackbear ,u love u,7,0,61,0,416973,1827811,2021/6/4,pop,Pop
Sam Hunt ,23,7,0,73,0,398257,1827615,2021/5/14,contemporary country,Country
Vigiland ,Shots & Squats,19,0,69,0,140065,1827222,2015/6/5,deep pop edm,Electronic
Little Nell ,Time Warp,6,0,45,0,486207,1825585,1975/1/10,novelty,Rock
Joji ,Mr. Hollywood,6,0,59,0,447638,1825082,2020/9/24,viral pop,Pop
Lee Brice ,I Don't Dance,31,0,95,0,82451,1824388,2007/1/1,contemporary country,Country
The Longest Johns ,Wellerman,7,0,106,0,310436,1823869,2021/1/21,shanty,World/Traditional
Roddy Ricch ,Twin,6,0,79,0,414712,1823102,2023/9/15,melodic rap,Hip Hop
Gunna ,south to west,5,0,37,0,600303,1822900,2022/1/13,atl hip hop,Hip Hop
Summer Walker ,Reciprocate,5,0,21,0,654255,1819898,2021/11/5,r&b,R&B
Tame Impala ,Instant Destiny,5,0,49,0,627970,1818895,2020/2/14,australian psych,Metal
Migos ,Antisocial,5,0,40,0,646329,1818401,2021/9/24,atl hip hop,Hip Hop
A$AP Rocky ,Sundress,7,0,102,0,291140,1817867,2018/11/20,east coast hip hop,Hip Hop
Young Thug ,Rich Nigga Shit,5,0,24,0,608904,1816544,2020/10/2,atl hip hop,Hip Hop
Rich The Kid ,No Question,7,0,70,0,399567,1816388,1988/11/21,atl hip hop,Hip Hop
Chance the Rapper ,I Got You (Always and Forever),5,0,41,0,516931,1816265,2019/7/26,chicago rap,Hip Hop
Lil Peep ,Broken Smile (My All),6,0,57,0,531402,1816050,2018/11/9,cloud rap,Hip Hop
Future ,Never Stop,5,0,28,0,733330,1814111,2012/8/28,atl hip hop,Hip Hop
YoungBoy Never Broke Again ,Nevada,7,0,63,0,377944,1813756,2021/10/5,baton rouge rap,Hip Hop
The Carters ,BOSS,7,0,119,0,298245,1812999,2022/5/20,r&b,R&B
Trippie Redd ,They Afraid Of You,5,0,21,0,664100,1812525,2020/7/29,melodic rap,Hip Hop
Lil Baby ,Global,5,0,35,0,684802,1811760,2017/2/17,atl hip hop,Hip Hop
Kendrick Lamar ,untitled 04 08.14.2014.,4,0,12,0,729285,1809837,2016/3/4,conscious hip hop,Hip Hop
Kehlani ,F&MU,6,0,50,0,494666,1807347,2020/5/8,pop,Pop
Polo G ,33,7,0,88,0,379766,1806468,2023/9/22,chicago rap,Hip Hop
Megan Thee Stallion ,Eat It,7,0,68,0,324776,1806338,2009,houston rap,Hip Hop
Post Malone ,Cooped Up / Return Of The Mack,6,0,64,0,440897,1804962,2022/10/21,dfw rap,Hip Hop
Lil Baby ,Who I Want,6,0,44,0,508888,1803771,2021/6/4,atl hip hop,Hip Hop
Rihanna ,Higher,15,0,112,0,151497,1802391,2020/9/25,barbadian pop,Pop
Big Sean ,Harder Than My Demons,6,0,31,0,568632,1802295,2020/9/4,detroit hip hop,Hip Hop
YoungBoy Never Broke Again ,One Shot,7,0,64,0,376355,1801987,2022/1/3,baton rouge rap,Hip Hop
Dua Lipa ,Pretty Please,6,0,63,0,418266,1800783,2020/3/27,dance pop,Pop
Melanie Martinez ,Wheels on the Bus,7,0,112,0,294032,1800307,2019/9/6,alt z,Pop
Young Thug ,Ecstasy,6,0,40,0,514312,1798763,2023/6/6,atl hip hop,Hip Hop
Future ,Oxy,5,0,36,0,718744,1798064,2021/7/30,atl hip hop,Hip Hop
Chris Stapleton ,Broken Halos,9,0,144,0,235749,1796537,2017/5/5,contemporary country,Country
Doja Cat ,Imagine,5,0,53,0,586864,1795631,2017/6/23,dance pop,Pop
Imagine Dragons ,Wrecked,7,0,65,0,396620,1795188,2022/7/1,modern rock,Rock
DJ Khaled ,USE THIS GOSPEL,4,0,15,0,769912,1794924,2019/10/25,hip hop,Hip Hop
SiR ,Hair Down,7,0,47,0,457648,1792678,2019/8/30,alternative r&b,R&B
Machine Gun Kelly ,fake love don't last,6,0,41,0,454736,1790090,2022/3/25,ohio hip hop,Hip Hop
Lil Baby ,Word On The Street,5,0,51,0,592739,1788832,2020/1/31,atl hip hop,Hip Hop
DJ Durel ,Hot Summer,7,0,75,0,319315,1788561,2011/6/14,,undefined
Denzel Curry ,CLOUT COBAIN | CLOUT CO13A1N,8,0,133,0,260823,1788186,2018/7/27,dark trap,Hip Hop
Lil Baby ,From Now On,5,0,30,0,596183,1788085,2017/12/8,atl hip hop,Hip Hop
Twenty One Pilots ,Bandito,6,0,96,0,426701,1786437,2018/10/5,modern rock,Rock
Rich Brian ,Attention,7,0,53,0,476498,1782578,2018/5/11,indonesian hip hop,Hip Hop
Diplo ,Color Blind,7,0,58,0,443562,1782279,2018/3/22,dance pop,Pop
Louis Armstrong ,"'Zat You, Santa Claus?  Single Version",4,0,98,0,577296,1781952,2024/4/12,adult standards,Easy listening
Lorde ,Hard Feelings/Loveless,7,0,76,0,345547,1781436,2017/6/16,art pop,Pop
Stormzy ,Own It,6,0,61,0,456768,1779810,2018/10/12,grime,Electronic
YG ,BULLETPROOF,6,0,61,0,411196,1778869,2020/9/11,,undefined
Lana Del Rey ,Groupie Love,8,0,96,0,320741,1776552,2017/7/21,art pop,Pop
Marshmello ,You Can Cry,7,0,77,0,395278,1775643,2018/5/4,brostep,Electronic
Shawn Mendes ,Teach Me How To Love,5,0,26,0,652871,1775429,2020/12/4,canadian pop,Pop
Pop Smoke ,Woo Baby,6,0,50,0,531595,1773002,2021/7/16,brooklyn drill,Hip Hop
Gunna ,World Is Yours (Lil Baby & Gunna),5,0,39,0,698378,1771338,2018/10/5,atl hip hop,Hip Hop
Dustin Lynch ,Mind Reader,15,0,174,0,138671,1770438,2014/9/9,contemporary country,Country
Joji ,777,6,0,68,0,426356,1768390,2021/11/12,viral pop,Pop
MEDUZA ,Piece Of Your Heart,8,0,178,0,229379,1767778,2019/2/1,edm,Electronic
Future ,All da Smoke,7,0,58,0,430120,1767322,2017/10/20,atl hip hop,Hip Hop
"Tyler, The Creator ",Foreword,7,0,54,0,457271,1766224,2017/7/21,hip hop,Hip Hop
Mitski ,Working for the Knife,5,0,34,0,447850,1765257,2022/2/4,brooklyn indie,Rock
NAV ,Minute,8,0,78,0,353772,1765144,1978,canadian hip hop,Hip Hop
Playboi Carti ,Rockstar Made,3,0,41,0,1132956,1763818,2020/12/25,atl hip hop,Hip Hop
Panic! At The Disco ,One Of The Drunks,6,0,66,0,441402,1763657,2018/6/22,modern rock,Rock
Daryl Hall & John Oates ,Rich Girl,7,0,61,0,508847,1762638,1976/8/1,album rock,Rock
Bad Bunny ,MÁS DE UNA CITA,5,0,34,0,512980,1760431,2020/5/10,reggaeton,Latin
YoungBoy Never Broke Again ,On My Side,6,0,39,0,477020,1760417,2021/10/5,baton rouge rap,Hip Hop
blackbear ,gfy,6,0,49,0,475766,1759781,2022/8/26,pop,Pop
Brent Faiyaz ,FYTB (FEAT. JOONY),5,0,32,0,588606,1758733,2022/7/8,r&b,R&B
Joyner Lucas ,Dreams Unfold,7,0,69,0,355185,1755681,2021/8/25,boston hip hop,Hip Hop
Banda MS de Sergio Lizárraga ,Qué Maldición,7,0,96,0,310928,1754451,2020/5/1,banda,Latin
Pop Smoke ,Genius,5,0,31,0,625015,1753687,2019/4/12,brooklyn drill,Hip Hop
A$AP Rocky ,Fine Whine,11,0,26,0,294150,1752793,2015/5/26,east coast hip hop,Hip Hop
Camila Cabello ,Into It,7,0,74,0,358073,1751655,2017/10/4,dance pop,Pop
Polo G ,Go Part 1,5,0,45,0,605908,1747577,2021/6/11,chicago rap,Hip Hop
Robin Schulz ,Sun Goes Down,28,0,111,0,90555,1747330,2024/4/12,deep euro house,Electronic
Lil Tecca ,Show Me Up,7,0,115,0,318750,1747197,2021/4/6,melodic rap,Hip Hop
Lana Del Rey ,Chemtrails Over The Country Club,6,0,84,0,342908,1746206,2021/3/19,art pop,Pop
Post Malone ,Up There,10,0,139,0,202294,1745265,2016/12/9,dfw rap,Hip Hop
Lizzo ,Soulmate,7,0,102,0,327663,1743693,2016/9/16,escape room,Pop
DMX ,Where The Hood At,4,0,34,0,628909,1742217,2003/1/1,east coast hip hop,Hip Hop
BTS ,Inner Child,5,0,62,0,474343,1740523,2020/2/21,k-pop,Pop
Jaden ,GHOST,7,0,97,0,355477,1739743,2022/12/2,pop rap,Hip Hop
DJ Khaled ,LET'S PRAY,5,0,33,0,570939,1738942,2023/11/22,hip hop,Hip Hop
Brent Faiyaz ,WASTING TIME (FEAT. DRAKE & THE NEPTUNES),5,0,31,0,592619,1737836,2022/7/8,r&b,R&B
Jenny Duncan ,,1,1,10,0,1737605,1737605,2017/3/3,classic country pop,Pop
Trey Songz ,Na Na,33,0,130,0,58981,1736183,2014/7/1,dance pop,Pop
BTS ,Anpanman,7,0,115,0,317673,1733127,2018/5/18,k-pop,Pop
Nicki Minaj ,Ganja Burn,6,0,76,0,379940,1733091,2018/8/10,hip pop,Pop
Kodak Black ,Walk,7,0,166,0,275354,1733064,1992/2/21,florida drill,Hip Hop
